fid,id,location_srs,location_x,location_y,operator,elevation,slope,aspect,actively_saved,actively_saved_on_year,actively_saved_on_month,actively_saved_on_day,plot_file,lc,lc_label,quality,quality_label,X,Y,_mean,_Xmean,_Ymean,_coastalmean,_bluemean,_greenmean,_redmean,_NIRmean,_SWIR1mean,_SWIR2mean,_NDVImean,_IPVImean,_GRVImean
"88","86",EPSG:4326,31.0382706127403,51.0333931135164,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,362450.663785884,5655369.50949727,29.6666666666667,362455,5655365,29.6666666666667,26,22.3333333333333,53,49.3333333333333,204,30.3333333333333,0.48210546374321,-0.035789073134462,-0.40701753894488
"89","87",EPSG:4326,31.2141220574554,50.9594940217974,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,374580.757739777,5646838.86601149,27,374580,5646840,27,22,15.5,90,36.25,196,14,0.287028908729553,-0.425942204892635,-0.70580480992794
"90","88",EPSG:4326,30.7620004781844,51.1720787724464,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,343550.540121957,5671341.85313276,25,343555,5671345,25,19.3333333333333,14.6666666666667,64.6666666666667,30.3333333333333,196.666666666667,12.3333333333333,0.319166898727417,-0.361666202545166,-0.62921686967214
"91","89",EPSG:4326,30.8718462614425,51.205666863006,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351336.782301321,5674848.52972282,26,351330,5674845,26,19,14,67,31,196,13,0.316326528787613,-0.367346942424774,-0.654321014881134
"92","90",EPSG:4326,31.1296975586894,51.0782644828198,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368987.419607841,5660192.13999318,33.5,368985,5660190,33.5,27,24,58,58.5,202,34.5,0.502173900604248,0.00434782588854432,-0.414547070860863
"93","91",EPSG:4326,31.1181831268859,50.934000128197,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,367771.286506562,5644171.72893917,33.25,367770,5644170,33.25,30.75,25.25,80,49.5,203.25,27.75,0.381694532930851,-0.236610941588879,-0.520184777677059
"94","92",EPSG:4326,31.0479137000442,51.1721596732663,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,363536.042069084,5670781.30030649,23.75,363540,5670780,23.75,18.75,14.25,50,26.25,192.5,12.75,0.344920724630356,-0.310158547013998,-0.555135756731033
"95","93",EPSG:4326,31.1418833126177,51.0713497994199,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369821.549932294,5659401.66224312,34.5,369825,5659410,34.5,29,31.5,75.5,79.5,202,68.5,0.513513505458832,0.0270270276814699,-0.411418527364731
"96","94",EPSG:4326,31.0545565402985,51.0661121821957,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,363688.586373625,5658977.30469963,24.5,363690,5658975,24.5,20.5,14,76.5,33.5,196,13.5,0.3045454621315,-0.390909090638161,-0.69059830904007
"97","95",EPSG:4326,31.1181487301826,51.0770555927963,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,368175.061978458,5660078.33475598,36,368175,5660070,36,36.5,33,69,75,203,40.5,0.520810216665268,0.0416204482316971,-0.357638895511627
"98","96",EPSG:4326,30.9959496783971,51.0136207172643,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,359423.718386369,5653250.88736324,30.3333333333333,359425,5653255,30.3333333333333,28.3333333333333,27,82.3333333333333,57.6666666666667,202.666666666667,38.3333333333333,0.411701758702596,-0.1765964726607,-0.506091813246409
"99","97",EPSG:4326,31.0305759276362,51.0689939161304,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,362017.045209755,5659342.39478718,25.3333333333333,362015,5659345,25.3333333333333,21.3333333333333,14.6666666666667,85,38.6666666666667,198.333333333333,17,0.312560806671778,-0.374878376722336,-0.705519159634908
"100","98",EPSG:4326,31.166392841083,51.12992076453,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371700.808914498,5665871.33884044,35.5,371700,5665875,35.5,31.5,29,60.5,55.5,202,37,0.478448271751404,-0.0431034490466118,-0.352698653936386
"101","99",EPSG:4326,31.1096403067486,51.1882507329323,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,367896.817806381,5672457.78068569,24.3333333333333,367895,5672455,24.3333333333333,19,13.6666666666667,52.3333333333333,24.6666666666667,196,10.6666666666667,0.320325871308645,-0.359348257382711,-0.585949043432871
"102","100",EPSG:4326,30.9441174128939,51.1384533806634,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,356175.845790467,5667231.21917714,25,356175,5667240,25,21.5,15,71.5,34,198.5,15.5,0.319876343011856,-0.360247328877449,-0.652956962585449
"103","101",EPSG:4326,31.0165585468724,51.0340995254049,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,360930.533633306,5655488.81987562,29.5,360930,5655495,29.5,25.5,22.5,60,53,202,31.5,0.469554305076599,-0.0608914010226727,-0.453580901026726
"104","102",EPSG:4326,31.1895333730207,51.1339343094014,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,373330.841945054,5666277.52358574,31,373335,5666280,31,29,26.5,79.5,64,199,35.5,0.445974171161652,-0.108051672577858,-0.500000014901161
"105","103",EPSG:4326,31.1274927239022,50.9814239064724,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368559.286384549,5649428.16970732,43.6666666666667,368555,5649425,43.6666666666667,47,55.3333333333333,97.3333333333333,97,204,82.3333333333333,0.499243527650833,-0.00151295152803262,-0.275220076243083
"106","104",EPSG:4326,30.9053665713752,50.9748636720955,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,352947.765968356,5649118.27374834,27.5,352950,5649120,27.5,22.75,17,78.5,43.75,199.5,19.25,0.358176618814468,-0.283646758645773,-0.642364248633385
"107","105",EPSG:4326,31.1284674150044,50.9316238022994,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368487.171414694,5643889.12172095,34,368490,5643885,34,30.5,28,87,57,200,36,0.39585243165493,-0.208295151591301,-0.513043478131294
"108","106",EPSG:4326,31.1324078775084,51.1865387508878,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369482.916239338,5672226.74846558,35,369485,5672225,35,36,36.6666666666667,74.6666666666667,77.6666666666667,201,57.3333333333333,0.50986635684967,0.0197326907267173,-0.341558794180552
"109","107",EPSG:4326,30.870038833766,50.9550336259927,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,later,later,350404.144890329,5646984.48352638,34.6666666666667,350405,5646985,34.6666666666667,32.3333333333333,27.3333333333333,69.6666666666667,46.3333333333333,198.333333333333,33.3333333333333,0.399702866872152,-0.200594246387482,-0.435804088910421
"110","108",EPSG:4326,30.7507609645557,50.9024646144874,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,341849.407592974,5641388.34419068,26,341850,5641395,26,20,14,50.5,26,199,11.5,0.339883804321289,-0.320232391357422,-0.565865397453308
"111","109",EPSG:4326,30.9311414322449,51.1736430593972,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,355378.252017268,5671169.45889602,28,355380,5671170,28,25.25,20,66.5,51.75,202,26.5,0.437548510730267,-0.124902985990047,-0.537433177232742
"112","110",EPSG:4326,31.0355348895068,51.158162741714,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,2010-2011,2010-2011,362629.168982939,5669247.98741707,30,362625,5669250,30,26,22.5,70.5,43,195,25,0.380042225122452,-0.239915579557419,-0.512016713619232
"113","111",EPSG:4326,31.0364527569423,51.1006457675293,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,362522.639447979,5662850.82079819,32.5,362520,5662845,32.5,29.5,26,57.5,54,203,31,0.484271913766861,-0.0314561538398266,-0.377223178744316
"114","112",EPSG:4326,31.1803385639565,51.1791735944135,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,372812.0466901,5671323.77130458,38.5,372810,5671320,38.5,39.5,45.25,76.75,89.5,200.5,84.25,0.538296461105347,0.0765929212793708,-0.258248813450336
"115","113",EPSG:4326,30.963042720703,51.1436626131605,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,357515.733747903,5667773.60825556,27,357515,5667775,27,23.6666666666667,17.6666666666667,82,46.3333333333333,197.333333333333,22,0.361934244632721,-0.276131505767504,-0.643813808759054
"116","114",EPSG:4326,31.0470976292871,51.004622284113,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,362984.737727836,5652154.01610772,25,362985,5652150,25,20.5,14,72,32.5,197,12,0.310989022254944,-0.378021985292435,-0.67441862821579
"117","115",EPSG:4326,31.1370238741969,51.1005845918683,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369563.396692053,5662660.9712893,30,369570,5662665,30,28.5,26.5,63,59,198,35,0.483606547117233,-0.0327868834137917,-0.407865166664124
"118","116",EPSG:4326,30.7722326167942,51.0256217929664,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,343772.754986714,5655035.87530718,24.6666666666667,343775,5655035,24.6666666666667,19,14,48.6666666666667,25,197.666666666667,11.3333333333333,0.339404394229253,-0.321191191673279,-0.553013066450755
"119","117",EPSG:4326,30.8440907213864,51.1925697062011,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,349355.375625789,5673448.76345584,27.75,349350,5673450,27.75,25.5,25.25,65,63.25,200.75,37.75,0.492531634867191,-0.0149367609992623,-0.440254643559456
"120","118",EPSG:4326,31.074804048871,51.0683371327491,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,365113.625211469,5659187.41446384,29.9552299096122,365113.384296937,5659187.83217623,29.9552299096122,26.4361513342748,23.3229861259219,57.7701189156452,56.0948196757181,205.332706673085,34.416967510142,0.492282779417761,-0.0154344470816743,-0.424749904515358
"121","119",EPSG:4326,31.1002481607132,51.0568171579857,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,366863.148257642,5657860.1809763,24.6666666666667,366865,5657855,24.6666666666667,19,14,49.3333333333333,23,197.666666666667,11,0.318066308895747,-0.363867392142614,-0.557724495728811
"122","120",EPSG:4326,30.7784399153831,50.9572315399964,Matsala,"0","0","0",true,"2019","5","25",Points.csv,other,other,2010-2011,2010-2011,343978.792090871,5647418.67007906,36,343980,5647425,36,34,35.5,61.5,64,205.5,52,0.50984251499176,0.0196850392967463,-0.268041223287582
"123","121",EPSG:4326,30.7801602323491,51.1187866997839,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,344641.010320196,5665377.88110611,28.25,344640,5665380,28.25,23.25,18.5,72,43.25,197,19,0.375262454152107,-0.249475099146366,-0.591169700026512
"124","122",EPSG:4326,30.906103730755,51.0576198195869,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,353261.023695275,5658318.34880981,27,353255,5658325,27,26.3333333333333,17.3333333333333,100.666666666667,55.6666666666667,197,25,0.35609158873558,-0.287816812594732,-0.706090450286865
"125","123",EPSG:4326,30.9557600737478,50.948884875234,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,later,later,356405.208687722,5646130.42689906,27,356400,5646135,27,21.5,16.5,61,36.5,200,17,0.373920366168022,-0.252159260213375,-0.574283808469772
"126","124",EPSG:4326,30.7641898520436,51.0577292551235,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,343317.177901609,5658622.89135182,25,343315,5658625,25,20,13.6666666666667,80.3333333333333,38.3333333333333,197,15,0.323022603988647,-0.353954801956813,-0.709273636341095
"127","125",EPSG:4326,30.9329646741392,51.2071601531481,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,355610.506850217,5674892.70510974,28,355605,5674890,28,24.5,23,56,57.5,205,32,0.506638199090958,0.013276397716254,-0.417628213763237
"128","126",EPSG:4326,31.1904345248247,51.1360577341789,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,373399.694786094,5666512.08576339,33,373405,5666515,33,31,26.6666666666667,89,65.3333333333333,202,39.3333333333333,0.423395802577337,-0.153208394845327,-0.538630565007528
"129","127",EPSG:4326,31.0423659176768,51.17060039355,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,363143.630192048,5670618.23043276,23.5,363150,5670615,23.5,18.5,15,46,27,192,12.5,0.370120123028755,-0.25975976139307,-0.507667481899261
"130","128",EPSG:4326,31.0131779553837,50.9297097178769,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,360380.680634856,5643888.14409311,29.5,360390,5643885,29.5,26.5,25,58.5,63,204,40,0.518459558486938,0.0369191146455705,-0.401463001966476
"131","129",EPSG:4326,31.0811442176431,51.0581905531403,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,365528.404842434,5658047.60136345,28.5,365520,5658045,28.5,25,22,57,59,204,35,0.508584171533585,0.0171683388762176,-0.443037986755371
"132","130",EPSG:4326,30.8179348013985,51.100794510498,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,347225.120351148,5663298.26360319,29.5,347220,5663295,29.5,27.5,26.5,68.5,62.5,206,41,0.477087214589119,-0.0458255596458912,-0.441932633519173
"133","131",EPSG:4326,31.1101117028041,51.170089296926,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,367877.841394533,5670437.4854401,29.577413393094,367878.329331143,5670437.91493959,29.577413393094,29.1107685417449,23.5686733977954,71.9389781092164,56.991815870089,198.215860340881,29.8497702086577,0.442151140623206,-0.115697731747789,-0.506131230534429
"134","132",EPSG:4326,30.7984603212497,51.1302978907694,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,345959.942960846,5666619.31311772,26.5,345960,5666625,26.5,23,22,61.5,50.5,204,30,0.450478479266167,-0.0990430600941181,-0.473321869969368
"135","133",EPSG:4326,30.8000764173406,51.0782395362661,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,345899.950552734,5660827.6403053,25.5,345900,5660835,25.5,20.5,16,51.5,30,200,15,0.368187293410301,-0.263625405728817,-0.52569168806076
"136","134",EPSG:4326,30.9276975945151,51.0175049886356,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,354648.676114323,5653815.20043136,31,354660,5653815,31,28,26,61,57.5,206,35,0.485359087586403,-0.0292818462476134,-0.401982814073563
"137","135",EPSG:4326,30.7634317121149,50.9480143790837,Matsala,"0","0","0",true,"2019","5","25",Points.csv,other,other,2010-2011,2010-2011,342893.784733882,5646425.71759478,40,342895,5646425,40,41.6666666666667,47.3333333333333,71.3333333333333,98,207.666666666667,82,0.57945708433787,0.158914188543955,-0.202855924765269
"138","136",EPSG:4326,30.7811744917724,51.0998415329822,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,344648.461866949,5663269.25944721,25.3333333333333,344645,5663275,25.3333333333333,21.3333333333333,14,83,39,194.666666666667,14.6666666666667,0.319942841927211,-0.360114316145579,-0.709658046563466
"139","137",EPSG:4326,31.2006998045606,51.088988334527,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,2010-2011,2010-2011,373989.842559778,5661260.61824122,32.6666666666667,373985,5661265,32.6666666666667,29,24.3333333333333,80,51,201.666666666667,28.6666666666667,0.388934413592021,-0.222131172815959,-0.533867299556732
"140","138",EPSG:4326,30.8317049027603,51.1278198605463,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,348277.681995024,5666274.69359693,25.6666666666667,348275,5666275,25.6666666666667,20.3333333333333,14.6666666666667,51.3333333333333,24.3333333333333,197,11,0.321596364180247,-0.356807251771291,-0.555485983689626
"141","139",EPSG:4326,31.1676052561221,51.2037152574455,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371990.128966963,5674074.79387666,29,371995,5674075,29,27.6666666666667,28.6666666666667,81.3333333333333,71.6666666666667,200,42.3333333333333,0.468426605065664,-0.0631467724839846,-0.478857050339381
"142","140",EPSG:4326,31.0027489305144,51.2225192346368,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,360531.169892495,5676465.7332312,26.5,360540,5676465,26.5,24.5,17,87.5,46.5,197,20.5,0.347209826111794,-0.305580362677574,-0.674036711454391
"143","141",EPSG:4326,31.1589521221622,50.9563009453652,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370697.671386091,5646579.09715202,34.5,370695,5646570,34.5,33,34,73.5,67.5,201.5,46.5,0.47966393828392,-0.0406721490435302,-0.367434158921242
"144","142",EPSG:4326,31.1079111181974,51.0123822820102,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,367273.228480239,5652905.56157043,27,367275,5652900,27,25,21.5,67.5,50.5,203,30,0.428032755851746,-0.14393450319767,-0.516666680574417
"145","143",EPSG:4326,30.8208172595666,51.1697025292566,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,347653.921816315,5670954.1197399,25,347655,5670960,25,19,15,55,30,198,14,0.352941185235977,-0.294117659330368,-0.571428596973419
"146","144",EPSG:4326,30.8653698118595,51.0872887768915,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,350502.345253552,5661699.16858918,31,350505,5661690,31,27.5,25.5,52.5,59,202.5,41.5,0.524897962808609,0.0497959172353148,-0.349206358194351
"147","145",EPSG:4326,30.9807210455273,51.2193577737472,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,358983.427944714,5676156.24579035,29.6666666666667,358985,5676155,29.6666666666667,25.3333333333333,21,65.6666666666667,49.6666666666667,202,25.3333333333333,0.430659661690394,-0.138680656750997,-0.515463968118032
"148","146",EPSG:4326,30.7803139353178,51.2131731480351,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,344968.633654722,5675872.30861997,25.3333333333333,344965,5675875,25.3333333333333,22.3333333333333,16.3333333333333,80.3333333333333,46,197.666666666667,20,0.363929241895676,-0.272141506274541,-0.662130077679952
